epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.1656069672486602,0.5965770171149144,1.160906384292158,0.8932038834951457
2,0.5239052922262247,0.9584352078239609,0.4124354942909722,1.0
3,0.16271160465544476,0.9975550122249389,0.07678596595826659,1.0
